0,1,2,3,4,5,6,7
157.17,156.85,157.15,154.43,154.29,153.4,153.72,154.06
156.85,157.15,154.43,154.29,153.4,153.72,154.06,153.57
157.15,154.43,154.29,153.4,153.72,154.06,153.57,152.85
154.43,154.29,153.4,153.72,154.06,153.57,152.85,152.18
154.29,153.4,153.72,154.06,153.57,152.85,152.18,152.415
153.4,153.72,154.06,153.57,152.85,152.18,152.415,152.55
153.72,154.06,153.57,152.85,152.18,152.415,152.55,153.09
154.06,153.57,152.85,152.18,152.415,152.55,153.09,152.15
153.57,152.85,152.18,152.415,152.55,153.09,152.15,152.04
152.85,152.18,152.415,152.55,153.09,152.15,152.04,151.94
152.18,152.415,152.55,153.09,152.15,152.04,151.94,152.54
152.415,152.55,153.09,152.15,152.04,151.94,152.54,152.75
152.55,153.09,152.15,152.04,151.94,152.54,152.75,154.33
153.09,152.15,152.04,151.94,152.54,152.75,154.33,153.6
152.15,152.04,151.94,152.54,152.75,154.33,153.6,153.5
152.04,151.94,152.54,152.75,154.33,153.6,153.5,153.76
151.94,152.54,152.75,154.33,153.6,153.5,153.76,155.53
152.54,152.75,154.33,153.6,153.5,153.76,155.53,155.825
152.75,154.33,153.6,153.5,153.76,155.53,155.825,154.48
154.33,153.6,153.5,153.76,155.53,155.825,154.48,153.76
153.6,153.5,153.76,155.53,155.825,154.48,153.76,153.37
153.5,153.76,155.53,155.825,154.48,153.76,153.37,156.7
153.76,155.53,155.825,154.48,153.76,153.37,156.7,156.07
155.53,155.825,154.48,153.76,153.37,156.7,156.07,154.53
155.825,154.48,153.76,153.37,156.7,156.07,154.53,154.16
154.48,153.76,153.37,156.7,156.07,154.53,154.16,154.3
153.76,153.37,156.7,156.07,154.53,154.16,154.3,154.5
153.37,156.7,156.07,154.53,154.16,154.3,154.5,154.5
156.7,156.07,154.53,154.16,154.3,154.5,154.5,156.22
156.07,154.53,154.16,154.3,154.5,154.5,156.22,156.48
154.53,154.16,154.3,154.5,154.5,156.22,156.48,156.52
154.16,154.3,154.5,154.5,156.22,156.48,156.52,156.39
154.3,154.5,154.5,156.22,156.48,156.52,156.39,152.4
154.5,154.5,156.22,156.48,156.52,156.39,152.4,153.86
154.5,156.22,156.48,156.52,156.39,152.4,153.86,152.77
156.22,156.48,156.52,156.39,152.4,153.86,152.77,152.52
156.48,156.52,156.39,152.4,153.86,152.77,152.52,149.92
156.52,156.39,152.4,153.86,152.77,152.52,149.92,147.03
156.39,152.4,153.86,152.77,152.52,149.92,147.03,146.91
152.4,153.86,152.77,152.52,149.92,147.03,146.91,146.59
153.86,152.77,152.52,149.92,147.03,146.91,146.59,146.8
152.77,152.52,149.92,147.03,146.91,146.59,146.8,146.5
152.52,149.92,147.03,146.91,146.59,146.8,146.5,146.49
149.92,147.03,146.91,146.59,146.8,146.5,146.49,146.67
147.03,146.91,146.59,146.8,146.5,146.49,146.67,144.86
146.91,146.59,146.8,146.5,146.49,146.67,144.86,144.49
146.59,146.8,146.5,146.49,146.67,144.86,144.49,144.68
146.8,146.5,146.49,146.67,144.86,144.49,144.68,143.46
146.5,146.49,146.67,144.86,144.49,144.68,143.46,143.02
146.49,146.67,144.86,144.49,144.68,143.46,143.02,141.02
146.67,144.86,144.49,144.68,143.46,143.02,141.02,145.6
144.86,144.49,144.68,143.46,143.02,141.02,145.6,141.25
144.49,144.68,143.46,143.02,141.02,145.6,141.25,141.79
144.68,143.46,143.02,141.02,145.6,141.25,141.79,140.26
143.46,143.02,141.02,145.6,141.25,141.79,140.26,139.6
143.02,141.02,145.6,141.25,141.79,140.26,139.6,142.59
141.02,145.6,141.25,141.79,140.26,139.6,142.59,141.34
145.6,141.25,141.79,140.26,139.6,142.59,141.34,142.15
141.25,141.79,140.26,139.6,142.59,141.34,142.15,142.51
141.79,140.26,139.6,142.59,141.34,142.15,142.51,143.9
140.26,139.6,142.59,141.34,142.15,142.51,143.9,144.94
139.6,142.59,141.34,142.15,142.51,143.9,144.94,145.0
142.59,141.34,142.15,142.51,143.9,144.94,145.0,145.06
141.34,142.15,142.51,143.9,144.94,145.0,145.06,145.55
142.15,142.51,143.9,144.94,145.0,145.06,145.55,145.0
142.51,143.9,144.94,145.0,145.06,145.55,145.0,144.98
143.9,144.94,145.0,145.06,145.55,145.0,144.98,146.86
144.94,145.0,145.06,145.55,145.0,144.98,146.86,147.04
145.0,145.06,145.55,145.0,144.98,146.86,147.04,147.25
145.06,145.55,145.0,144.98,146.86,147.04,147.25,146.21
145.55,145.0,144.98,146.86,147.04,147.25,146.21,146.87
145.0,144.98,146.86,147.04,147.25,146.21,146.87,147.13
144.98,146.86,147.04,147.25,146.21,146.87,147.13,146.71
146.86,147.04,147.25,146.21,146.87,147.13,146.71,147.23
147.04,147.25,146.21,146.87,147.13,146.71,147.23,147.26
147.25,146.21,146.87,147.13,146.71,147.23,147.26,147.28
146.21,146.87,147.13,146.71,147.23,147.26,147.28,146.53
146.87,147.13,146.71,147.23,147.26,147.28,146.53,145.7
147.13,146.71,147.23,147.26,147.28,146.53,145.7,146.14
146.71,147.23,147.26,147.28,146.53,145.7,146.14,146.39
147.23,147.26,147.28,146.53,145.7,146.14,146.39,146.78
147.26,147.28,146.53,145.7,146.14,146.39,146.78,145.04
147.28,146.53,145.7,146.14,146.39,146.78,145.04,144.43
146.53,145.7,146.14,146.39,146.78,145.04,144.43,146.62
145.7,146.14,146.39,146.78,145.04,144.43,146.62,145.38
146.14,146.39,146.78,145.04,144.43,146.62,145.38,146.3
146.39,146.78,145.04,144.43,146.62,145.38,146.3,146.95
146.78,145.04,144.43,146.62,145.38,146.3,146.95,145.54
145.04,144.43,146.62,145.38,146.3,146.95,145.54,145.26
144.43,146.62,145.38,146.3,146.95,145.54,145.26,145.2
146.62,145.38,146.3,146.95,145.54,145.26,145.2,145.6
145.38,146.3,146.95,145.54,145.26,145.2,145.6,146.01
146.3,146.95,145.54,145.26,145.2,145.6,146.01,148.27
146.95,145.54,145.26,145.2,145.6,146.01,148.27,148.64
145.54,145.26,145.2,145.6,146.01,148.27,148.64,148.08
145.26,145.2,145.6,146.01,148.27,148.64,148.08,148.05
145.2,145.6,146.01,148.27,148.64,148.08,148.05,147.97
145.6,146.01,148.27,148.64,148.08,148.05,147.97,147.8
146.01,148.27,148.64,148.08,148.05,147.97,147.8,147.33
148.27,148.64,148.08,148.05,147.97,147.8,147.33,147.99
148.64,148.08,148.05,147.97,147.8,147.33,147.99,147.98
148.08,148.05,147.97,147.8,147.33,147.99,147.98,148.55
148.05,147.97,147.8,147.33,147.99,147.98,148.55,149.1
147.97,147.8,147.33,147.99,147.98,148.55,149.1,149.24
147.8,147.33,147.99,147.98,148.55,149.1,149.24,149.3
147.33,147.99,147.98,148.55,149.1,149.24,149.3,149.35
147.99,147.98,148.55,149.1,149.24,149.3,149.35,149.46
147.98,148.55,149.1,149.24,149.3,149.35,149.46,149.24
148.55,149.1,149.24,149.3,149.35,149.46,149.24,148.18
149.1,149.24,149.3,149.35,149.46,149.24,148.18,148.52
149.24,149.3,149.35,149.46,149.24,148.18,148.52,148.3
149.3,149.35,149.46,149.24,148.18,148.52,148.3,147.55
149.35,149.46,149.24,148.18,148.52,148.3,147.55,146.77
149.46,149.24,148.18,148.52,148.3,147.55,146.77,145.91
149.24,148.18,148.52,148.3,147.55,146.77,145.91,145.42
148.18,148.52,148.3,147.55,146.77,145.91,145.42,142.76
148.52,148.3,147.55,146.77,145.91,145.42,142.76,143.55
148.3,147.55,146.77,145.91,145.42,142.76,143.55,141.73
147.55,146.77,145.91,145.42,142.76,143.55,141.73,140.09
146.77,145.91,145.42,142.76,143.55,141.73,140.09,140.82
145.91,145.42,142.76,143.55,141.73,140.09,140.82,140.88
145.42,142.76,143.55,141.73,140.09,140.82,140.88,140.87
142.76,143.55,141.73,140.09,140.82,140.88,140.87,141.2
143.55,141.73,140.09,140.82,140.88,140.87,141.2,140.2
141.73,140.09,140.82,140.88,140.87,141.2,140.2,139.07
140.09,140.82,140.88,140.87,141.2,140.2,139.07,138.91
140.82,140.88,140.87,141.2,140.2,139.07,138.91,139.84
140.88,140.87,141.2,140.2,139.07,138.91,139.84,140.35
140.87,141.2,140.2,139.07,138.91,139.84,140.35,140.0
141.2,140.2,139.07,138.91,139.84,140.35,140.0,139.49
140.2,139.07,138.91,139.84,140.35,140.0,139.49,138.73
139.07,138.91,139.84,140.35,140.0,139.49,138.73,139.44
138.91,139.84,140.35,140.0,139.49,138.73,139.44,138.09
139.84,140.35,140.0,139.49,138.73,139.44,138.09,137.805
140.35,140.0,139.49,138.73,139.44,138.09,137.805,138.8
140.0,139.49,138.73,139.44,138.09,137.805,138.8,137.34
139.49,138.73,139.44,138.09,137.805,138.8,137.34,137.81
138.73,139.44,138.09,137.805,138.8,137.34,137.81,137.78
139.44,138.09,137.805,138.8,137.34,137.81,137.78,137.88
138.09,137.805,138.8,137.34,137.81,137.78,137.88,138.27
137.805,138.8,137.34,137.81,137.78,137.88,138.27,139.43
138.8,137.34,137.81,137.78,137.88,138.27,139.43,139.23
137.34,137.81,137.78,137.88,138.27,139.43,139.23,139.19
137.81,137.78,137.88,138.27,139.43,139.23,139.19,139.6
137.78,137.88,138.27,139.43,139.23,139.19,139.6,139.2
137.88,138.27,139.43,139.23,139.19,139.6,139.2,139.86
138.27,139.43,139.23,139.19,139.6,139.2,139.86,137.21
139.43,139.23,139.19,139.6,139.2,139.86,137.21,136.77
139.23,139.19,139.6,139.2,139.86,137.21,136.77,134.34
139.19,139.6,139.2,139.86,137.21,136.77,134.34,134.15
139.6,139.2,139.86,137.21,136.77,134.34,134.15,134.35
139.2,139.86,137.21,136.77,134.34,134.15,134.35,137.62
139.86,137.21,136.77,134.34,134.15,134.35,137.62,137.29
137.21,136.77,134.34,134.15,134.35,137.62,137.29,137.36
136.77,134.34,134.15,134.35,137.62,137.29,137.36,137.2
134.34,134.15,134.35,137.62,137.29,137.36,137.2,137.56
134.15,134.35,137.62,137.29,137.36,137.2,137.56,138.0
134.35,137.62,137.29,137.36,137.2,137.56,138.0,138.01
137.62,137.29,137.36,137.2,137.56,138.0,138.01,138.72
137.29,137.36,137.2,137.56,138.0,138.01,138.72,138.39
137.36,137.2,137.56,138.0,138.01,138.72,138.39,137.94
137.2,137.56,138.0,138.01,138.72,138.39,137.94,139.8
137.56,138.0,138.01,138.72,138.39,137.94,139.8,140.47
138.0,138.01,138.72,138.39,137.94,139.8,140.47,141.98
138.01,138.72,138.39,137.94,139.8,140.47,141.98,142.385
138.72,138.39,137.94,139.8,140.47,141.98,142.385,142.65
138.39,137.94,139.8,140.47,141.98,142.385,142.65,142.22
137.94,139.8,140.47,141.98,142.385,142.65,142.22,143.15
139.8,140.47,141.98,142.385,142.65,142.22,143.15,143.28
140.47,141.98,142.385,142.65,142.22,143.15,143.28,140.98
141.98,142.385,142.65,142.22,143.15,143.28,140.98,141.25
142.385,142.65,142.22,143.15,143.28,140.98,141.25,141.19
142.65,142.22,143.15,143.28,140.98,141.25,141.19,140.43
142.22,143.15,143.28,140.98,141.25,141.19,140.43,141.0
143.15,143.28,140.98,141.25,141.19,140.43,141.0,141.0
143.28,140.98,141.25,141.19,140.43,141.0,141.0,141.0
140.98,141.25,141.19,140.43,141.0,141.0,141.0,141.19
141.25,141.19,140.43,141.0,141.0,141.0,141.19,139.33
141.19,140.43,141.0,141.0,141.0,141.19,139.33,138.17
140.43,141.0,141.0,141.0,141.19,139.33,138.17,139.17
141.0,141.0,141.0,141.19,139.33,138.17,139.17,139.12
141.0,141.0,141.19,139.33,138.17,139.17,139.12,139.32
141.0,141.19,139.33,138.17,139.17,139.12,139.32,139.12
141.19,139.33,138.17,139.17,139.12,139.32,139.12,140.42
139.33,138.17,139.17,139.12,139.32,139.12,140.42,140.69
138.17,139.17,139.12,139.32,139.12,140.42,140.69,140.76
139.17,139.12,139.32,139.12,140.42,140.69,140.76,141.27
139.12,139.32,139.12,140.42,140.69,140.76,141.27,141.6
139.32,139.12,140.42,140.69,140.76,141.27,141.6,140.4
139.12,140.42,140.69,140.76,141.27,141.6,140.4,140.45
140.42,140.69,140.76,141.27,141.6,140.4,140.45,139.65
140.69,140.76,141.27,141.6,140.4,140.45,139.65,138.89
140.76,141.27,141.6,140.4,140.45,139.65,138.89,138.68
141.27,141.6,140.4,140.45,139.65,138.89,138.68,139.33
141.6,140.4,140.45,139.65,138.89,138.68,139.33,140.185
140.4,140.45,139.65,138.89,138.68,139.33,140.185,139.91
140.45,139.65,138.89,138.68,139.33,140.185,139.91,139.44
139.65,138.89,138.68,139.33,140.185,139.91,139.44,139.45
138.89,138.68,139.33,140.185,139.91,139.44,139.45,141.09
138.68,139.33,140.185,139.91,139.44,139.45,141.09,140.7
139.33,140.185,139.91,139.44,139.45,141.09,140.7,139.87
140.185,139.91,139.44,139.45,141.09,140.7,139.87,139.78
139.91,139.44,139.45,141.09,140.7,139.87,139.78,140.02
139.44,139.45,141.09,140.7,139.87,139.78,140.02,139.93
139.45,141.09,140.7,139.87,139.78,140.02,139.93,138.28
141.09,140.7,139.87,139.78,140.02,139.93,138.28,138.43
140.7,139.87,139.78,140.02,139.93,138.28,138.43,138.9
139.87,139.78,140.02,139.93,138.28,138.43,138.9,138.92
139.78,140.02,139.93,138.28,138.43,138.9,138.92,138.61
140.02,139.93,138.28,138.43,138.9,138.92,138.61,140.62
139.93,138.28,138.43,138.9,138.92,138.61,140.62,141.86
138.28,138.43,138.9,138.92,138.61,140.62,141.86,142.96
138.43,138.9,138.92,138.61,140.62,141.86,142.96,144.01
138.9,138.92,138.61,140.62,141.86,142.96,144.01,143.78
138.92,138.61,140.62,141.86,142.96,144.01,143.78,143.9
138.61,140.62,141.86,142.96,144.01,143.78,143.9,143.75
140.62,141.86,142.96,144.01,143.78,143.9,143.75,143.58
141.86,142.96,144.01,143.78,143.9,143.75,143.58,143.64
142.96,144.01,143.78,143.9,143.75,143.58,143.64,143.8
144.01,143.78,143.9,143.75,143.58,143.64,143.8,144.14
143.78,143.9,143.75,143.58,143.64,143.8,144.14,144.06
143.9,143.75,143.58,143.64,143.8,144.14,144.06,144.4
143.75,143.58,143.64,143.8,144.14,144.06,144.4,144.29
143.58,143.64,143.8,144.14,144.06,144.4,144.29,143.75
143.64,143.8,144.14,144.06,144.4,144.29,143.75,145.36
143.8,144.14,144.06,144.4,144.29,143.75,145.36,147.06
144.14,144.06,144.4,144.29,143.75,145.36,147.06,147.43
144.06,144.4,144.29,143.75,145.36,147.06,147.43,148.6
144.4,144.29,143.75,145.36,147.06,147.43,148.6,148.32
144.29,143.75,145.36,147.06,147.43,148.6,148.32,148.3
143.75,145.36,147.06,147.43,148.6,148.32,148.3,148.765
145.36,147.06,147.43,148.6,148.32,148.3,148.765,149.65
147.06,147.43,148.6,148.32,148.3,148.765,149.65,149.93
147.43,148.6,148.32,148.3,148.765,149.65,149.93,149.81
148.6,148.32,148.3,148.765,149.65,149.93,149.81,149.99
148.32,148.3,148.765,149.65,149.93,149.81,149.99,150.0
148.3,148.765,149.65,149.93,149.81,149.99,150.0,150.01
148.765,149.65,149.93,149.81,149.99,150.0,150.01,149.05
149.65,149.93,149.81,149.99,150.0,150.01,149.05,149.23
149.93,149.81,149.99,150.0,150.01,149.05,149.23,149.5
149.81,149.99,150.0,150.01,149.05,149.23,149.5,148.6
149.99,150.0,150.01,149.05,149.23,149.5,148.6,147.87
150.0,150.01,149.05,149.23,149.5,148.6,147.87,148.519
150.01,149.05,149.23,149.5,148.6,147.87,148.519,149.98
149.05,149.23,149.5,148.6,147.87,148.519,149.98,149.965
149.23,149.5,148.6,147.87,148.519,149.98,149.965,150.24
149.5,148.6,147.87,148.519,149.98,149.965,150.24,149.1
148.6,147.87,148.519,149.98,149.965,150.24,149.1,148.84
147.87,148.519,149.98,149.965,150.24,149.1,148.84,148.94
148.519,149.98,149.965,150.24,149.1,148.84,148.94,148.95
149.98,149.965,150.24,149.1,148.84,148.94,148.95,149.33
149.965,150.24,149.1,148.84,148.94,148.95,149.33,149.5
150.24,149.1,148.84,148.94,148.95,149.33,149.5,148.76
149.1,148.84,148.94,148.95,149.33,149.5,148.76,148.85
148.84,148.94,148.95,149.33,149.5,148.76,148.85,148.75
148.94,148.95,149.33,149.5,148.76,148.85,148.75,149.27
148.95,149.33,149.5,148.76,148.85,148.75,149.27,149.6
149.33,149.5,148.76,148.85,148.75,149.27,149.6,151.35
149.5,148.76,148.85,148.75,149.27,149.6,151.35,149.81
148.76,148.85,148.75,149.27,149.6,151.35,149.81,148.24
148.85,148.75,149.27,149.6,151.35,149.81,148.24,148.25
148.75,149.27,149.6,151.35,149.81,148.24,148.25,148.59
149.27,149.6,151.35,149.81,148.24,148.25,148.59,149.22
149.6,151.35,149.81,148.24,148.25,148.59,149.22,148.7
151.35,149.81,148.24,148.25,148.59,149.22,148.7,148.5
149.81,148.24,148.25,148.59,149.22,148.7,148.5,148.62
148.24,148.25,148.59,149.22,148.7,148.5,148.62,148.53
148.25,148.59,149.22,148.7,148.5,148.62,148.53,148.05
148.59,149.22,148.7,148.5,148.62,148.53,148.05,149.29
149.22,148.7,148.5,148.62,148.53,148.05,149.29,149.34
148.7,148.5,148.62,148.53,148.05,149.29,149.34,149.6
148.5,148.62,148.53,148.05,149.29,149.34,149.6,149.41
148.62,148.53,148.05,149.29,149.34,149.6,149.41,148.7
148.53,148.05,149.29,149.34,149.6,149.41,148.7,148.18
148.05,149.29,149.34,149.6,149.41,148.7,148.18,148.2
149.29,149.34,149.6,149.41,148.7,148.18,148.2,149.43
149.34,149.6,149.41,148.7,148.18,148.2,149.43,150.48
149.6,149.41,148.7,148.18,148.2,149.43,150.48,150.31
149.41,148.7,148.18,148.2,149.43,150.48,150.31,150.11
148.7,148.18,148.2,149.43,150.48,150.31,150.11,151.23
148.18,148.2,149.43,150.48,150.31,150.11,151.23,151.16
148.2,149.43,150.48,150.31,150.11,151.23,151.16,151.11
149.43,150.48,150.31,150.11,151.23,151.16,151.11,151.41
150.48,150.31,150.11,151.23,151.16,151.11,151.41,151.55
150.31,150.11,151.23,151.16,151.11,151.41,151.55,150.39
150.11,151.23,151.16,151.11,151.41,151.55,150.39,150.24
151.23,151.16,151.11,151.41,151.55,150.39,150.24,148.21
151.16,151.11,151.41,151.55,150.39,150.24,148.21,147.71
151.11,151.41,151.55,150.39,150.24,148.21,147.71,147.56
151.41,151.55,150.39,150.24,148.21,147.71,147.56,147.135
151.55,150.39,150.24,148.21,147.71,147.56,147.135,145.52
150.39,150.24,148.21,147.71,147.56,147.135,145.52,145.14
150.24,148.21,147.71,147.56,147.135,145.52,145.14,145.95
148.21,147.71,147.56,147.135,145.52,145.14,145.95,145.05
147.71,147.56,147.135,145.52,145.14,145.95,145.05,145.48
147.56,147.135,145.52,145.14,145.95,145.05,145.48,145.39
147.135,145.52,145.14,145.95,145.05,145.48,145.39,145.4
145.52,145.14,145.95,145.05,145.48,145.39,145.4,145.42
145.14,145.95,145.05,145.48,145.39,145.4,145.42,145.2
145.95,145.05,145.48,145.39,145.4,145.42,145.2,145.18
145.05,145.48,145.39,145.4,145.42,145.2,145.18,147.68
145.48,145.39,145.4,145.42,145.2,145.18,147.68,147.39
145.39,145.4,145.42,145.2,145.18,147.68,147.39,147.71
145.4,145.42,145.2,145.18,147.68,147.39,147.71,147.4
145.42,145.2,145.18,147.68,147.39,147.71,147.4,146.95
145.2,145.18,147.68,147.39,147.71,147.4,146.95,147.83
145.18,147.68,147.39,147.71,147.4,146.95,147.83,148.17
147.68,147.39,147.71,147.4,146.95,147.83,148.17,146.52
147.39,147.71,147.4,146.95,147.83,148.17,146.52,146.07
147.71,147.4,146.95,147.83,148.17,146.52,146.07,146.65
147.4,146.95,147.83,148.17,146.52,146.07,146.65,145.39
146.95,147.83,148.17,146.52,146.07,146.65,145.39,146.14
147.83,148.17,146.52,146.07,146.65,145.39,146.14,146.27
148.17,146.52,146.07,146.65,145.39,146.14,146.27,146.28
146.52,146.07,146.65,145.39,146.14,146.27,146.28,146.07
146.07,146.65,145.39,146.14,146.27,146.28,146.07,146.5
146.65,145.39,146.14,146.27,146.28,146.07,146.5,145.62
145.39,146.14,146.27,146.28,146.07,146.5,145.62,145.46
146.14,146.27,146.28,146.07,146.5,145.62,145.46,144.96
146.27,146.28,146.07,146.5,145.62,145.46,144.96,144.16
146.28,146.07,146.5,145.62,145.46,144.96,144.16,144.08
146.07,146.5,145.62,145.46,144.96,144.16,144.08,146.6
146.5,145.62,145.46,144.96,144.16,144.08,146.6,147.75
145.62,145.46,144.96,144.16,144.08,146.6,147.75,147.57
145.46,144.96,144.16,144.08,146.6,147.75,147.57,147.68
144.96,144.16,144.08,146.6,147.75,147.57,147.68,148.14
144.16,144.08,146.6,147.75,147.57,147.68,148.14,148.36
144.08,146.6,147.75,147.57,147.68,148.14,148.36,148.69
146.6,147.75,147.57,147.68,148.14,148.36,148.69,148.31
147.75,147.57,147.68,148.14,148.36,148.69,148.31,148.41
147.57,147.68,148.14,148.36,148.69,148.31,148.41,148.46
147.68,148.14,148.36,148.69,148.31,148.41,148.46,148.22
148.14,148.36,148.69,148.31,148.41,148.46,148.22,148.44
148.36,148.69,148.31,148.41,148.46,148.22,148.44,148.45
148.69,148.31,148.41,148.46,148.22,148.44,148.45,148.4
148.31,148.41,148.46,148.22,148.44,148.45,148.4,148.45
148.41,148.46,148.22,148.44,148.45,148.4,148.45,148.25
148.46,148.22,148.44,148.45,148.4,148.45,148.25,149.73
148.22,148.44,148.45,148.4,148.45,148.25,149.73,149.01
148.44,148.45,148.4,148.45,148.25,149.73,149.01,149.06
148.45,148.4,148.45,148.25,149.73,149.01,149.06,148.23
148.4,148.45,148.25,149.73,149.01,149.06,148.23,148.25
148.45,148.25,149.73,149.01,149.06,148.23,148.25,147.87
148.25,149.73,149.01,149.06,148.23,148.25,147.87,148.0
149.73,149.01,149.06,148.23,148.25,147.87,148.0,147.92
149.01,149.06,148.23,148.25,147.87,148.0,147.92,147.94
149.06,148.23,148.25,147.87,148.0,147.92,147.94,148.0
148.23,148.25,147.87,148.0,147.92,147.94,148.0,147.92
148.25,147.87,148.0,147.92,147.94,148.0,147.92,148.53
147.87,148.0,147.92,147.94,148.0,147.92,148.53,148.33
148.0,147.92,147.94,148.0,147.92,148.53,148.33,148.8
147.92,147.94,148.0,147.92,148.53,148.33,148.8,148.56
147.94,148.0,147.92,148.53,148.33,148.8,148.56,147.66
148.0,147.92,148.53,148.33,148.8,148.56,147.66,147.62
147.92,148.53,148.33,148.8,148.56,147.66,147.62,146.43
148.53,148.33,148.8,148.56,147.66,147.62,146.43,146.32
148.33,148.8,148.56,147.66,147.62,146.43,146.32,146.37
148.8,148.56,147.66,147.62,146.43,146.32,146.37,146.03
