0,1,2,3,4,5,6,7
154.77,154.46,153.55,153.1,153.64,153.705,153.28,152.6
154.46,153.55,153.1,153.64,153.705,153.28,152.6,152.97
153.55,153.1,153.64,153.705,153.28,152.6,152.97,152.63
153.1,153.64,153.705,153.28,152.6,152.97,152.63,152.46
153.64,153.705,153.28,152.6,152.97,152.63,152.46,152.55
153.705,153.28,152.6,152.97,152.63,152.46,152.55,152.5
153.28,152.6,152.97,152.63,152.46,152.55,152.5,152.55
152.6,152.97,152.63,152.46,152.55,152.5,152.55,152.69
152.97,152.63,152.46,152.55,152.5,152.55,152.69,152.4
152.63,152.46,152.55,152.5,152.55,152.69,152.4,152.11
152.46,152.55,152.5,152.55,152.69,152.4,152.11,151.89
152.55,152.5,152.55,152.69,152.4,152.11,151.89,152.18
152.5,152.55,152.69,152.4,152.11,151.89,152.18,151.61
152.55,152.69,152.4,152.11,151.89,152.18,151.61,150.99
152.69,152.4,152.11,151.89,152.18,151.61,150.99,151.63
152.4,152.11,151.89,152.18,151.61,150.99,151.63,151.855
152.11,151.89,152.18,151.61,150.99,151.63,151.855,151.59
151.89,152.18,151.61,150.99,151.63,151.855,151.59,151.56
152.18,151.61,150.99,151.63,151.855,151.59,151.56,152.32
151.61,150.99,151.63,151.855,151.59,151.56,152.32,152.37
150.99,151.63,151.855,151.59,151.56,152.32,152.37,152.32
151.63,151.855,151.59,151.56,152.32,152.37,152.32,152.64
151.855,151.59,151.56,152.32,152.37,152.32,152.64,153.33
151.59,151.56,152.32,152.37,152.32,152.64,153.33,153.15
151.56,152.32,152.37,152.32,152.64,153.33,153.15,152.99
152.32,152.37,152.32,152.64,153.33,153.15,152.99,152.72
152.37,152.32,152.64,153.33,153.15,152.99,152.72,152.87
152.32,152.64,153.33,153.15,152.99,152.72,152.87,154.37
152.64,153.33,153.15,152.99,152.72,152.87,154.37,154.39
153.33,153.15,152.99,152.72,152.87,154.37,154.39,154.15
153.15,152.99,152.72,152.87,154.37,154.39,154.15,154.26
152.99,152.72,152.87,154.37,154.39,154.15,154.26,154.43
152.72,152.87,154.37,154.39,154.15,154.26,154.43,155.91
152.87,154.37,154.39,154.15,154.26,154.43,155.91,156.71
154.37,154.39,154.15,154.26,154.43,155.91,156.71,155.8
154.39,154.15,154.26,154.43,155.91,156.71,155.8,156.2
154.15,154.26,154.43,155.91,156.71,155.8,156.2,156.3
154.26,154.43,155.91,156.71,155.8,156.2,156.3,156.45
154.43,155.91,156.71,155.8,156.2,156.3,156.45,155.57
155.91,156.71,155.8,156.2,156.3,156.45,155.57,155.84
156.71,155.8,156.2,156.3,156.45,155.57,155.84,155.81
155.8,156.2,156.3,156.45,155.57,155.84,155.81,155.96
156.2,156.3,156.45,155.57,155.84,155.81,155.96,156.62
156.3,156.45,155.57,155.84,155.81,155.96,156.62,155.42
156.45,155.57,155.84,155.81,155.96,156.62,155.42,155.9
155.57,155.84,155.81,155.96,156.62,155.42,155.9,156.9
155.84,155.81,155.96,156.62,155.42,155.9,156.9,156.45
155.81,155.96,156.62,155.42,155.9,156.9,156.45,157.35
155.96,156.62,155.42,155.9,156.9,156.45,157.35,157.27
156.62,155.42,155.9,156.9,156.45,157.35,157.27,157.3
155.42,155.9,156.9,156.45,157.35,157.27,157.3,163.85
155.9,156.9,156.45,157.35,157.27,157.3,163.85,162.36
156.9,156.45,157.35,157.27,157.3,163.85,162.36,162.03
156.45,157.35,157.27,157.3,163.85,162.36,162.03,161.88
157.35,157.27,157.3,163.85,162.36,162.03,161.88,161.2
157.27,157.3,163.85,162.36,162.03,161.88,161.2,161.46
157.3,163.85,162.36,162.03,161.88,161.2,161.46,160.88
163.85,162.36,162.03,161.88,161.2,161.46,160.88,161.8
162.36,162.03,161.88,161.2,161.46,160.88,161.8,161.49
162.03,161.88,161.2,161.46,160.88,161.8,161.49,161.96
161.88,161.2,161.46,160.88,161.8,161.49,161.96,162.41
161.2,161.46,160.88,161.8,161.49,161.96,162.41,162.13
161.46,160.88,161.8,161.49,161.96,162.41,162.13,162.55
160.88,161.8,161.49,161.96,162.41,162.13,162.55,162.73
161.8,161.49,161.96,162.41,162.13,162.55,162.73,162.64
161.49,161.96,162.41,162.13,162.55,162.73,162.64,162.57
161.96,162.41,162.13,162.55,162.73,162.64,162.57,162.47
162.41,162.13,162.55,162.73,162.64,162.57,162.47,162.3
162.13,162.55,162.73,162.64,162.57,162.47,162.3,162.2
162.55,162.73,162.64,162.57,162.47,162.3,162.2,162.17
162.73,162.64,162.57,162.47,162.3,162.2,162.17,161.46
162.64,162.57,162.47,162.3,162.2,162.17,161.46,161.53
162.57,162.47,162.3,162.2,162.17,161.46,161.53,160.1
162.47,162.3,162.2,162.17,161.46,161.53,160.1,159.8
162.3,162.2,162.17,161.46,161.53,160.1,159.8,159.8
162.2,162.17,161.46,161.53,160.1,159.8,159.8,160.2
162.17,161.46,161.53,160.1,159.8,159.8,160.2,160.15
161.46,161.53,160.1,159.8,159.8,160.2,160.15,160.545
161.53,160.1,159.8,159.8,160.2,160.15,160.545,161.25
160.1,159.8,159.8,160.2,160.15,160.545,161.25,161.16
159.8,159.8,160.2,160.15,160.545,161.25,161.16,162.2
159.8,160.2,160.15,160.545,161.25,161.16,162.2,160.4
160.2,160.15,160.545,161.25,161.16,162.2,160.4,160.64
160.15,160.545,161.25,161.16,162.2,160.4,160.64,159.99
160.545,161.25,161.16,162.2,160.4,160.64,159.99,160.08
161.25,161.16,162.2,160.4,160.64,159.99,160.08,160.17
161.16,162.2,160.4,160.64,159.99,160.08,160.17,159.93
162.2,160.4,160.64,159.99,160.08,160.17,159.93,160.05
160.4,160.64,159.99,160.08,160.17,159.93,160.05,160.32
160.64,159.99,160.08,160.17,159.93,160.05,160.32,160.93
159.99,160.08,160.17,159.93,160.05,160.32,160.93,160.8
160.08,160.17,159.93,160.05,160.32,160.93,160.8,161.21
160.17,159.93,160.05,160.32,160.93,160.8,161.21,161.5
159.93,160.05,160.32,160.93,160.8,161.21,161.5,163.24
160.05,160.32,160.93,160.8,161.21,161.5,163.24,164.04
160.32,160.93,160.8,161.21,161.5,163.24,164.04,165.07
160.93,160.8,161.21,161.5,163.24,164.04,165.07,165.87
160.8,161.21,161.5,163.24,164.04,165.07,165.87,166.08
161.21,161.5,163.24,164.04,165.07,165.87,166.08,166.13
161.5,163.24,164.04,165.07,165.87,166.08,166.13,166.13
163.24,164.04,165.07,165.87,166.08,166.13,166.13,165.9
164.04,165.07,165.87,166.08,166.13,166.13,165.9,165.83
165.07,165.87,166.08,166.13,166.13,165.9,165.83,165.84
165.87,166.08,166.13,166.13,165.9,165.83,165.84,165.8
166.08,166.13,166.13,165.9,165.83,165.84,165.8,165.81
166.13,166.13,165.9,165.83,165.84,165.8,165.81,166.1
166.13,165.9,165.83,165.84,165.8,165.81,166.1,166.47
165.9,165.83,165.84,165.8,165.81,166.1,166.47,165.93
165.83,165.84,165.8,165.81,166.1,166.47,165.93,166.48
165.84,165.8,165.81,166.1,166.47,165.93,166.48,166.22
165.8,165.81,166.1,166.47,165.93,166.48,166.22,165.32
165.81,166.1,166.47,165.93,166.48,166.22,165.32,165.39
166.1,166.47,165.93,166.48,166.22,165.32,165.39,164.96
166.47,165.93,166.48,166.22,165.32,165.39,164.96,165.27
165.93,166.48,166.22,165.32,165.39,164.96,165.27,165.55
166.48,166.22,165.32,165.39,164.96,165.27,165.55,165.82
166.22,165.32,165.39,164.96,165.27,165.55,165.82,165.7
165.32,165.39,164.96,165.27,165.55,165.82,165.7,165.64
165.39,164.96,165.27,165.55,165.82,165.7,165.64,165.72
164.96,165.27,165.55,165.82,165.7,165.64,165.72,165.8
165.27,165.55,165.82,165.7,165.64,165.72,165.8,165.58
165.55,165.82,165.7,165.64,165.72,165.8,165.58,165.6
165.82,165.7,165.64,165.72,165.8,165.58,165.6,165.27
165.7,165.64,165.72,165.8,165.58,165.6,165.27,165.72
165.64,165.72,165.8,165.58,165.6,165.27,165.72,163.56
165.72,165.8,165.58,165.6,165.27,165.72,163.56,164.74
165.8,165.58,165.6,165.27,165.72,163.56,164.74,164.75
165.58,165.6,165.27,165.72,163.56,164.74,164.75,164.18
165.6,165.27,165.72,163.56,164.74,164.75,164.18,164.91
165.27,165.72,163.56,164.74,164.75,164.18,164.91,164.73
165.72,163.56,164.74,164.75,164.18,164.91,164.73,164.66
163.56,164.74,164.75,164.18,164.91,164.73,164.66,165.34
164.74,164.75,164.18,164.91,164.73,164.66,165.34,165.25
164.75,164.18,164.91,164.73,164.66,165.34,165.25,165.22
164.18,164.91,164.73,164.66,165.34,165.25,165.22,165.1
164.91,164.73,164.66,165.34,165.25,165.22,165.1,165.06
164.73,164.66,165.34,165.25,165.22,165.1,165.06,165.89
164.66,165.34,165.25,165.22,165.1,165.06,165.89,165.81
165.34,165.25,165.22,165.1,165.06,165.89,165.81,166.44
165.25,165.22,165.1,165.06,165.89,165.81,166.44,166.37
165.22,165.1,165.06,165.89,165.81,166.44,166.37,166.68
165.1,165.06,165.89,165.81,166.44,166.37,166.68,167.47
165.06,165.89,165.81,166.44,166.37,166.68,167.47,166.59
165.89,165.81,166.44,166.37,166.68,167.47,166.59,165.68
165.81,166.44,166.37,166.68,167.47,166.59,165.68,165.05
166.44,166.37,166.68,167.47,166.59,165.68,165.05,165.28
166.37,166.68,167.47,166.59,165.68,165.05,165.28,164.58
166.68,167.47,166.59,165.68,165.05,165.28,164.58,164.88
167.47,166.59,165.68,165.05,165.28,164.58,164.88,164.99
166.59,165.68,165.05,165.28,164.58,164.88,164.99,165.12
165.68,165.05,165.28,164.58,164.88,164.99,165.12,165.0
165.05,165.28,164.58,164.88,164.99,165.12,165.0,165.36
165.28,164.58,164.88,164.99,165.12,165.0,165.36,164.8
164.58,164.88,164.99,165.12,165.0,165.36,164.8,164.65
164.88,164.99,165.12,165.0,165.36,164.8,164.65,164.01
164.99,165.12,165.0,165.36,164.8,164.65,164.01,163.75
165.12,165.0,165.36,164.8,164.65,164.01,163.75,163.82
165.0,165.36,164.8,164.65,164.01,163.75,163.82,163.91
165.36,164.8,164.65,164.01,163.75,163.82,163.91,164.52
164.8,164.65,164.01,163.75,163.82,163.91,164.52,165.1
164.65,164.01,163.75,163.82,163.91,164.52,165.1,164.99
164.01,163.75,163.82,163.91,164.52,165.1,164.99,165.39
163.75,163.82,163.91,164.52,165.1,164.99,165.39,165.14
163.82,163.91,164.52,165.1,164.99,165.39,165.14,164.93
163.91,164.52,165.1,164.99,165.39,165.14,164.93,165.05
164.52,165.1,164.99,165.39,165.14,164.93,165.05,164.93
165.1,164.99,165.39,165.14,164.93,165.05,164.93,164.96
164.99,165.39,165.14,164.93,165.05,164.93,164.96,165.03
165.39,165.14,164.93,165.05,164.93,164.96,165.03,165.36
165.14,164.93,165.05,164.93,164.96,165.03,165.36,165.23
164.93,165.05,164.93,164.96,165.03,165.36,165.23,165.08
165.05,164.93,164.96,165.03,165.36,165.23,165.08,165.28
164.93,164.96,165.03,165.36,165.23,165.08,165.28,167.37
164.96,165.03,165.36,165.23,165.08,165.28,167.37,168.44
165.03,165.36,165.23,165.08,165.28,167.37,168.44,167.75
165.36,165.23,165.08,165.28,167.37,168.44,167.75,168.17
165.23,165.08,165.28,167.37,168.44,167.75,168.17,168.065
165.08,165.28,167.37,168.44,167.75,168.17,168.065,168.28
165.28,167.37,168.44,167.75,168.17,168.065,168.28,168.46
167.37,168.44,167.75,168.17,168.065,168.28,168.46,169.24
168.44,167.75,168.17,168.065,168.28,168.46,169.24,168.93
167.75,168.17,168.065,168.28,168.46,169.24,168.93,168.97
168.17,168.065,168.28,168.46,169.24,168.93,168.97,168.88
168.065,168.28,168.46,169.24,168.93,168.97,168.88,168.95
168.28,168.46,169.24,168.93,168.97,168.88,168.95,169.28
168.46,169.24,168.93,168.97,168.88,168.95,169.28,169.31
169.24,168.93,168.97,168.88,168.95,169.28,169.31,169.12
168.93,168.97,168.88,168.95,169.28,169.31,169.12,169.75
168.97,168.88,168.95,169.28,169.31,169.12,169.75,170.16
168.88,168.95,169.28,169.31,169.12,169.75,170.16,170.245
168.95,169.28,169.31,169.12,169.75,170.16,170.245,169.78
169.28,169.31,169.12,169.75,170.16,170.245,169.78,169.23
169.31,169.12,169.75,170.16,170.245,169.78,169.23,169.61
169.12,169.75,170.16,170.245,169.78,169.23,169.61,169.23
169.75,170.16,170.245,169.78,169.23,169.61,169.23,168.77
170.16,170.245,169.78,169.23,169.61,169.23,168.77,168.52
170.245,169.78,169.23,169.61,169.23,168.77,168.52,168.83
169.78,169.23,169.61,169.23,168.77,168.52,168.83,168.82
169.23,169.61,169.23,168.77,168.52,168.83,168.82,168.69
169.61,169.23,168.77,168.52,168.83,168.82,168.69,168.77
169.23,168.77,168.52,168.83,168.82,168.69,168.77,169.2
168.77,168.52,168.83,168.82,168.69,168.77,169.2,169.25
168.52,168.83,168.82,168.69,168.77,169.2,169.25,168.86
168.83,168.82,168.69,168.77,169.2,169.25,168.86,169.0
168.82,168.69,168.77,169.2,169.25,168.86,169.0,169.5
168.69,168.77,169.2,169.25,168.86,169.0,169.5,170.14
168.77,169.2,169.25,168.86,169.0,169.5,170.14,170.51
169.2,169.25,168.86,169.0,169.5,170.14,170.51,170.93
169.25,168.86,169.0,169.5,170.14,170.51,170.93,170.88
168.86,169.0,169.5,170.14,170.51,170.93,170.88,171.27
169.0,169.5,170.14,170.51,170.93,170.88,171.27,171.69
169.5,170.14,170.51,170.93,170.88,171.27,171.69,172.15
170.14,170.51,170.93,170.88,171.27,171.69,172.15,172.04
170.51,170.93,170.88,171.27,171.69,172.15,172.04,171.78
170.93,170.88,171.27,171.69,172.15,172.04,171.78,171.82
170.88,171.27,171.69,172.15,172.04,171.78,171.82,171.8
171.27,171.69,172.15,172.04,171.78,171.82,171.8,171.1
171.69,172.15,172.04,171.78,171.82,171.8,171.1,171.09
172.15,172.04,171.78,171.82,171.8,171.1,171.09,171.39
172.04,171.78,171.82,171.8,171.1,171.09,171.39,171.37
171.78,171.82,171.8,171.1,171.09,171.39,171.37,171.04
171.82,171.8,171.1,171.09,171.39,171.37,171.04,172.17
171.8,171.1,171.09,171.39,171.37,171.04,172.17,171.83
171.1,171.09,171.39,171.37,171.04,172.17,171.83,173.02
171.09,171.39,171.37,171.04,172.17,171.83,173.02,173.11
171.39,171.37,171.04,172.17,171.83,173.02,173.11,173.115
171.37,171.04,172.17,171.83,173.02,173.11,173.115,172.99
171.04,172.17,171.83,173.02,173.11,173.115,172.99,173.19
172.17,171.83,173.02,173.11,173.115,172.99,173.19,172.99
171.83,173.02,173.11,173.115,172.99,173.19,172.99,173.01
173.02,173.11,173.115,172.99,173.19,172.99,173.01,172.96
173.11,173.115,172.99,173.19,172.99,173.01,172.96,173.04
173.115,172.99,173.19,172.99,173.01,172.96,173.04,172.88
172.99,173.19,172.99,173.01,172.96,173.04,172.88,172.75
173.19,172.99,173.01,172.96,173.04,172.88,172.75,172.81
172.99,173.01,172.96,173.04,172.88,172.75,172.81,173.08
173.01,172.96,173.04,172.88,172.75,172.81,173.08,172.76
172.96,173.04,172.88,172.75,172.81,173.08,172.76,172.33
173.04,172.88,172.75,172.81,173.08,172.76,172.33,172.375
172.88,172.75,172.81,173.08,172.76,172.33,172.375,173.34
172.75,172.81,173.08,172.76,172.33,172.375,173.34,172.82
172.81,173.08,172.76,172.33,172.375,173.34,172.82,173.09
173.08,172.76,172.33,172.375,173.34,172.82,173.09,172.4
172.76,172.33,172.375,173.34,172.82,173.09,172.4,173.03
172.33,172.375,173.34,172.82,173.09,172.4,173.03,173.9
172.375,173.34,172.82,173.09,172.4,173.03,173.9,173.84
173.34,172.82,173.09,172.4,173.03,173.9,173.84,173.67
172.82,173.09,172.4,173.03,173.9,173.84,173.67,173.63
173.09,172.4,173.03,173.9,173.84,173.67,173.63,172.79
172.4,173.03,173.9,173.84,173.67,173.63,172.79,172.65
173.03,173.9,173.84,173.67,173.63,172.79,172.65,172.49
173.9,173.84,173.67,173.63,172.79,172.65,172.49,172.42
173.84,173.67,173.63,172.79,172.65,172.49,172.42,172.7
173.67,173.63,172.79,172.65,172.49,172.42,172.7,174.17
173.63,172.79,172.65,172.49,172.42,172.7,174.17,173.18
172.79,172.65,172.49,172.42,172.7,174.17,173.18,173.33
172.65,172.49,172.42,172.7,174.17,173.18,173.33,174.07
172.49,172.42,172.7,174.17,173.18,173.33,174.07,174.27
172.42,172.7,174.17,173.18,173.33,174.07,174.27,175.34
172.7,174.17,173.18,173.33,174.07,174.27,175.34,174.61
174.17,173.18,173.33,174.07,174.27,175.34,174.61,174.6
173.18,173.33,174.07,174.27,175.34,174.61,174.6,173.88
173.33,174.07,174.27,175.34,174.61,174.6,173.88,173.57
174.07,174.27,175.34,174.61,174.6,173.88,173.57,173.25
174.27,175.34,174.61,174.6,173.88,173.57,173.25,173.63
175.34,174.61,174.6,173.88,173.57,173.25,173.63,174.1
174.61,174.6,173.88,173.57,173.25,173.63,174.1,173.95
174.6,173.88,173.57,173.25,173.63,174.1,173.95,174.13
173.88,173.57,173.25,173.63,174.1,173.95,174.13,173.94
173.57,173.25,173.63,174.1,173.95,174.13,173.94,173.41
173.25,173.63,174.1,173.95,174.13,173.94,173.41,174.01
173.63,174.1,173.95,174.13,173.94,173.41,174.01,174.36
174.1,173.95,174.13,173.94,173.41,174.01,174.36,173.98
173.95,174.13,173.94,173.41,174.01,174.36,173.98,174.32
174.13,173.94,173.41,174.01,174.36,173.98,174.32,174.26
173.94,173.41,174.01,174.36,173.98,174.32,174.26,174.18
173.41,174.01,174.36,173.98,174.32,174.26,174.18,174.1
174.01,174.36,173.98,174.32,174.26,174.18,174.1,174.03
174.36,173.98,174.32,174.26,174.18,174.1,174.03,173.95
173.98,174.32,174.26,174.18,174.1,174.03,173.95,173.99
174.32,174.26,174.18,174.1,174.03,173.95,173.99,172.69
174.26,174.18,174.1,174.03,173.95,173.99,172.69,172.6
174.18,174.1,174.03,173.95,173.99,172.69,172.6,172.45
174.1,174.03,173.95,173.99,172.69,172.6,172.45,172.59
174.03,173.95,173.99,172.69,172.6,172.45,172.59,172.64
173.95,173.99,172.69,172.6,172.45,172.59,172.64,172.77
173.99,172.69,172.6,172.45,172.59,172.64,172.77,171.83
172.69,172.6,172.45,172.59,172.64,172.77,171.83,172.17
172.6,172.45,172.59,172.64,172.77,171.83,172.17,172.74
172.45,172.59,172.64,172.77,171.83,172.17,172.74,172.18
172.59,172.64,172.77,171.83,172.17,172.74,172.18,171.84
172.64,172.77,171.83,172.17,172.74,172.18,171.84,171.52
172.77,171.83,172.17,172.74,172.18,171.84,171.52,171.28
171.83,172.17,172.74,172.18,171.84,171.52,171.28,171.07
172.17,172.74,172.18,171.84,171.52,171.28,171.07,170.76
172.74,172.18,171.84,171.52,171.28,171.07,170.76,170.72
172.18,171.84,171.52,171.28,171.07,170.76,170.72,168.74
171.84,171.52,171.28,171.07,170.76,170.72,168.74,168.68
171.52,171.28,171.07,170.76,170.72,168.74,168.68,168.88
171.28,171.07,170.76,170.72,168.74,168.68,168.88,169.15
171.07,170.76,170.72,168.74,168.68,168.88,169.15,168.72
170.76,170.72,168.74,168.68,168.88,169.15,168.72,168.95
170.72,168.74,168.68,168.88,169.15,168.72,168.95,168.075
168.74,168.68,168.88,169.15,168.72,168.95,168.075,168.77
168.68,168.88,169.15,168.72,168.95,168.075,168.77,168.94
168.88,169.15,168.72,168.95,168.075,168.77,168.94,168.195
169.15,168.72,168.95,168.075,168.77,168.94,168.195,167.62
168.72,168.95,168.075,168.77,168.94,168.195,167.62,167.59
168.95,168.075,168.77,168.94,168.195,167.62,167.59,167.69
168.075,168.77,168.94,168.195,167.62,167.59,167.69,167.73
168.77,168.94,168.195,167.62,167.59,167.69,167.73,167.81
168.94,168.195,167.62,167.59,167.69,167.73,167.81,167.83
168.195,167.62,167.59,167.69,167.73,167.81,167.83,167.93
167.62,167.59,167.69,167.73,167.81,167.83,167.93,168.09
167.59,167.69,167.73,167.81,167.83,167.93,168.09,167.95
167.69,167.73,167.81,167.83,167.93,168.09,167.95,168.0
167.73,167.81,167.83,167.93,168.09,167.95,168.0,167.35
167.81,167.83,167.93,168.09,167.95,168.0,167.35,168.01
167.83,167.93,168.09,167.95,168.0,167.35,168.01,167.74
167.93,168.09,167.95,168.0,167.35,168.01,167.74,167.81
168.09,167.95,168.0,167.35,168.01,167.74,167.81,167.88
167.95,168.0,167.35,168.01,167.74,167.81,167.88,167.585
168.0,167.35,168.01,167.74,167.81,167.88,167.585,167.79
167.35,168.01,167.74,167.81,167.88,167.585,167.79,167.23
168.01,167.74,167.81,167.88,167.585,167.79,167.23,166.96
167.74,167.81,167.88,167.585,167.79,167.23,166.96,166.95
167.81,167.88,167.585,167.79,167.23,166.96,166.95,167.08
167.88,167.585,167.79,167.23,166.96,166.95,167.08,167.12
167.585,167.79,167.23,166.96,166.95,167.08,167.12,167.28
167.79,167.23,166.96,166.95,167.08,167.12,167.28,167.2
167.23,166.96,166.95,167.08,167.12,167.28,167.2,167.47
166.96,166.95,167.08,167.12,167.28,167.2,167.47,168.11
166.95,167.08,167.12,167.28,167.2,167.47,168.11,168.0
167.08,167.12,167.28,167.2,167.47,168.11,168.0,166.73
167.12,167.28,167.2,167.47,168.11,168.0,166.73,166.66
167.28,167.2,167.47,168.11,168.0,166.73,166.66,167.54
167.2,167.47,168.11,168.0,166.73,166.66,167.54,167.38
167.47,168.11,168.0,166.73,166.66,167.54,167.38,167.57
168.11,168.0,166.73,166.66,167.54,167.38,167.57,167.77
168.0,166.73,166.66,167.54,167.38,167.57,167.77,167.63
166.73,166.66,167.54,167.38,167.57,167.77,167.63,167.89
166.66,167.54,167.38,167.57,167.77,167.63,167.89,167.82
167.54,167.38,167.57,167.77,167.63,167.89,167.82,167.89
167.38,167.57,167.77,167.63,167.89,167.82,167.89,167.84
167.57,167.77,167.63,167.89,167.82,167.89,167.84,169.32
167.77,167.63,167.89,167.82,167.89,167.84,169.32,168.8
167.63,167.89,167.82,167.89,167.84,169.32,168.8,168.86
167.89,167.82,167.89,167.84,169.32,168.8,168.86,168.73
167.82,167.89,167.84,169.32,168.8,168.86,168.73,168.69
167.89,167.84,169.32,168.8,168.86,168.73,168.69,169.58
167.84,169.32,168.8,168.86,168.73,168.69,169.58,169.27
169.32,168.8,168.86,168.73,168.69,169.58,169.27,169.05
168.8,168.86,168.73,168.69,169.58,169.27,169.05,168.66
168.86,168.73,168.69,169.58,169.27,169.05,168.66,169.21
168.73,168.69,169.58,169.27,169.05,168.66,169.21,169.24
168.69,169.58,169.27,169.05,168.66,169.21,169.24,170.13
169.58,169.27,169.05,168.66,169.21,169.24,170.13,170.02
169.27,169.05,168.66,169.21,169.24,170.13,170.02,170.08
169.05,168.66,169.21,169.24,170.13,170.02,170.08,170.07
168.66,169.21,169.24,170.13,170.02,170.08,170.07,170.13
169.21,169.24,170.13,170.02,170.08,170.07,170.13,169.57
169.24,170.13,170.02,170.08,170.07,170.13,169.57,169.24
170.13,170.02,170.08,170.07,170.13,169.57,169.24,169.47
170.02,170.08,170.07,170.13,169.57,169.24,169.47,169.86
170.08,170.07,170.13,169.57,169.24,169.47,169.86,170.43
170.07,170.13,169.57,169.24,169.47,169.86,170.43,170.3
170.13,169.57,169.24,169.47,169.86,170.43,170.3,167.6
169.57,169.24,169.47,169.86,170.43,170.3,167.6,166.845
169.24,169.47,169.86,170.43,170.3,167.6,166.845,166.31
169.47,169.86,170.43,170.3,167.6,166.845,166.31,164.915
169.86,170.43,170.3,167.6,166.845,166.31,164.915,164.69
170.43,170.3,167.6,166.845,166.31,164.915,164.69,163.66
170.3,167.6,166.845,166.31,164.915,164.69,163.66,162.75
167.6,166.845,166.31,164.915,164.69,163.66,162.75,162.59
166.845,166.31,164.915,164.69,163.66,162.75,162.59,162.45
166.31,164.915,164.69,163.66,162.75,162.59,162.45,162.47
164.915,164.69,163.66,162.75,162.59,162.45,162.47,161.24
164.69,163.66,162.75,162.59,162.45,162.47,161.24,161.41
163.66,162.75,162.59,162.45,162.47,161.24,161.41,161.57
162.75,162.59,162.45,162.47,161.24,161.41,161.57,161.38
162.59,162.45,162.47,161.24,161.41,161.57,161.38,161.27
162.45,162.47,161.24,161.41,161.57,161.38,161.27,161.82
162.47,161.24,161.41,161.57,161.38,161.27,161.82,160.19
161.24,161.41,161.57,161.38,161.27,161.82,160.19,161.22
161.41,161.57,161.38,161.27,161.82,160.19,161.22,161.935
161.57,161.38,161.27,161.82,160.19,161.22,161.935,162.085
161.38,161.27,161.82,160.19,161.22,161.935,162.085,161.97
161.27,161.82,160.19,161.22,161.935,162.085,161.97,161.37
161.82,160.19,161.22,161.935,162.085,161.97,161.37,161.44
160.19,161.22,161.935,162.085,161.97,161.37,161.44,161.28
161.22,161.935,162.085,161.97,161.37,161.44,161.28,161.3
161.935,162.085,161.97,161.37,161.44,161.28,161.3,161.79
162.085,161.97,161.37,161.44,161.28,161.3,161.79,162.9
161.97,161.37,161.44,161.28,161.3,161.79,162.9,163.08
161.37,161.44,161.28,161.3,161.79,162.9,163.08,163.03
161.44,161.28,161.3,161.79,162.9,163.08,163.03,162.67
161.28,161.3,161.79,162.9,163.08,163.03,162.67,162.34
161.3,161.79,162.9,163.08,163.03,162.67,162.34,161.23
161.79,162.9,163.08,163.03,162.67,162.34,161.23,159.17
162.9,163.08,163.03,162.67,162.34,161.23,159.17,159.2
163.08,163.03,162.67,162.34,161.23,159.17,159.2,158.77
163.03,162.67,162.34,161.23,159.17,159.2,158.77,158.49
162.67,162.34,161.23,159.17,159.2,158.77,158.49,158.451
162.34,161.23,159.17,159.2,158.77,158.49,158.451,158.91
161.23,159.17,159.2,158.77,158.49,158.451,158.91,159.15
159.17,159.2,158.77,158.49,158.451,158.91,159.15,159.1
159.2,158.77,158.49,158.451,158.91,159.15,159.1,159.06
158.77,158.49,158.451,158.91,159.15,159.1,159.06,158.97
158.49,158.451,158.91,159.15,159.1,159.06,158.97,159.72
158.451,158.91,159.15,159.1,159.06,158.97,159.72,159.59
158.91,159.15,159.1,159.06,158.97,159.72,159.59,160.11
159.15,159.1,159.06,158.97,159.72,159.59,160.11,159.72
159.1,159.06,158.97,159.72,159.59,160.11,159.72,160.02
159.06,158.97,159.72,159.59,160.11,159.72,160.02,160.13
158.97,159.72,159.59,160.11,159.72,160.02,160.13,159.05
159.72,159.59,160.11,159.72,160.02,160.13,159.05,159.6
159.59,160.11,159.72,160.02,160.13,159.05,159.6,159.05
160.11,159.72,160.02,160.13,159.05,159.6,159.05,158.49
159.72,160.02,160.13,159.05,159.6,159.05,158.49,157.93
160.02,160.13,159.05,159.6,159.05,158.49,157.93,157.17
160.13,159.05,159.6,159.05,158.49,157.93,157.17,157.7
159.05,159.6,159.05,158.49,157.93,157.17,157.7,157.35
159.6,159.05,158.49,157.93,157.17,157.7,157.35,157.35
159.05,158.49,157.93,157.17,157.7,157.35,157.35,156.61
158.49,157.93,157.17,157.7,157.35,157.35,156.61,156.0
157.93,157.17,157.7,157.35,157.35,156.61,156.0,155.98
157.17,157.7,157.35,157.35,156.61,156.0,155.98,156.0
157.7,157.35,157.35,156.61,156.0,155.98,156.0,156.14
157.35,157.35,156.61,156.0,155.98,156.0,156.14,156.58
157.35,156.61,156.0,155.98,156.0,156.14,156.58,156.23
156.61,156.0,155.98,156.0,156.14,156.58,156.23,157.37
156.0,155.98,156.0,156.14,156.58,156.23,157.37,155.74
155.98,156.0,156.14,156.58,156.23,157.37,155.74,155.51
156.0,156.14,156.58,156.23,157.37,155.74,155.51,154.97
156.14,156.58,156.23,157.37,155.74,155.51,154.97,155.88
156.58,156.23,157.37,155.74,155.51,154.97,155.88,156.86
156.23,157.37,155.74,155.51,154.97,155.88,156.86,157.97
